iteration,sbm_val,SHAP_deepwalk_cos,SHAP_deepwalk_dist,SHAP_n2v_homophily_cos,SHAP_n2v_homophily_dist,SHAP_crosswalk_cos,SHAP_crosswalk_dist,SHAP_louvain_density,SHAP_infomap_density,SHAP_sbm_density,SHAP_leiden_density,SHAP_surprise_density,SHAP_significance_density,SHAP_pr_u,SHAP_pr_v,SHAP_ppr_u,SHAP_ppr_v,SHAP_lcc_u,SHAP_lcc_v,SHAP_and_u,SHAP_and_v,SHAP_dc_u,SHAP_dc_v,SHAP_katz_u,SHAP_katz_v,SHAP_sp,SHAP_jc,SHAP_aa,SHAP_cn,SHAP_pa,SHAP_ra
1,0.0,0.253274530172348,0.10342710465192795,0.09297366440296173,0.1693195253610611,0.06454645842313766,0.1176796481013298,0.17161940038204193,0.5318958163261414,0.22840282320976257,0.3413431644439697,0.2894618809223175,0.3018747866153717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1308087706565857,0.28364306688308716,0.02214003913104534,0.17086252570152283,0.1596561074256897
2,1.0,0.17689357697963715,0.11001016944646835,0.13840651512145996,0.32016313076019287,0.1733105629682541,0.12111110240221024,0.06767524033784866,0.03246390447020531,0.3616565465927124,0.05145172029733658,0.29395923018455505,0.1657843142747879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031626843847334385,0.2747226655483246,0.11561798304319382,0.006101943552494049,0.15112678706645966,0.707599937915802
2,0.9,0.12139870226383209,0.1398387849330902,0.15177957713603973,0.14953479170799255,0.35249975323677063,0.1742144525051117,0.14845119416713715,0.12782689929008484,0.3663467466831207,0.10678812116384506,0.18383406102657318,0.16424861550331116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22349630296230316,0.12350635975599289,0.10751527547836304,0.12392013520002365,0.3191245496273041
2,0.8,0.21406887471675873,0.09780319780111313,0.18017710745334625,0.1798866093158722,0.2576042413711548,0.1227421835064888,0.046489521861076355,0.08567040413618088,0.2837429642677307,0.1483817845582962,0.3051218092441559,0.1667843908071518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23352700471878052,0.09859971702098846,0.02336728759109974,0.26462531089782715,0.09075822681188583
2,0.7,0.23233993351459503,0.16159836947917938,0.19233159720897675,0.11808788031339645,0.1631019413471222,0.17595042288303375,0.0069494121707975864,0.0,0.19597679376602173,0.2615357041358948,0.26873719692230225,0.13967692852020264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23759746551513672,0.17091712355613708,0.003501767525449395,0.14733561873435974,0.06155719608068466
2,0.6,0.25047385692596436,0.17086464166641235,0.16247612237930298,0.15481963753700256,0.1000196561217308,0.16961543262004852,0.1065932884812355,0.0,0.20727555453777313,0.41262874007225037,0.12085644155740738,0.07829016447067261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002774075837805867,0.23639871180057526,0.1644577831029892,0.022209512069821358,0.21223758161067963,0.1840396225452423
2,0.5,0.14189402759075165,0.12974895536899567,0.19614121317863464,0.11564630270004272,0.30021917819976807,0.11437881737947464,0.09585225582122803,0.0,0.09444982558488846,0.15665501356124878,0.14194080233573914,0.11332211643457413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1445847600698471,0.46611183881759644,0.0,0.1949249505996704,0.1134302094578743
2,0.4,0.15596725046634674,0.133941188454628,0.11842065304517746,0.09801781177520752,0.14133189618587494,0.15953442454338074,0.04548954963684082,0.0,0.0889701396226883,0.08506076037883759,0.4026285409927368,0.11646486818790436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1449163556098938,0.22277440130710602,0.002429122570902109,0.13459859788417816,0.1360446959733963
2,0.3,0.14026528596878052,0.11336727440357208,0.1803968995809555,0.1569710671901703,0.18667159974575043,0.27669861912727356,0.04158307984471321,0.09509080648422241,0.1859738677740097,0.24848702549934387,0.29233524203300476,0.19119873642921448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019433603156358004,0.21323983371257782,0.14892947673797607,0.006781118456274271,0.13607600331306458,0.15817490220069885
2,0.2,0.4112626612186432,0.10769327729940414,0.22163619101047516,0.15326958894729614,0.13673582673072815,0.14246892929077148,0.024005649611353874,0.1311439722776413,0.07551023364067078,0.05136735737323761,0.5646554827690125,0.10550498962402344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09982320666313171,0.12863272428512573,0.033894527703523636,0.15503157675266266,0.24158377945423126
2,0.1,0.17007726430892944,0.16133011877536774,0.19741787016391754,0.20855864882469177,0.12096783518791199,0.14476433396339417,0.031442295759916306,0.0059112966991961,0.09886067360639572,0.28504884243011475,1.053198218345642,0.2554713487625122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07538095861673355,0.21390241384506226,0.026134692132472992,0.270637184381485,0.07295043021440506
2,0.0,0.17890788614749908,0.2338932603597641,0.14543965458869934,0.12691332399845123,0.1798945665359497,0.10336051136255264,0.03358945623040199,0.42918840050697327,0.29985812306404114,0.007407985161989927,0.5961472392082214,0.2519252300262451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4438711404800415,0.19700103998184204,0.08060163259506226,0.1880955994129181,0.10522452741861343
3,1.0,0.5000748634338379,0.18481667339801788,0.2809395492076874,0.12348606437444687,0.1591964215040207,0.10398745536804199,0.07744373381137848,0.210191547870636,0.39452406764030457,0.03828125074505806,0.03187234327197075,0.24985606968402863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23100680112838745,0.2230466604232788,0.015132572501897812,0.15431086719036102,0.6201493740081787
3,0.9,0.18058404326438904,0.1825156956911087,0.11958035826683044,0.13786251842975616,0.16282367706298828,0.1386769413948059,0.080718494951725,0.04630497843027115,0.9083553552627563,0.05744142457842827,0.1710439920425415,0.27324676513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016616825014352798,0.4214799404144287,0.19123631715774536,0.03853534534573555,0.08511927723884583,0.10332079976797104
3,0.8,0.15634208917617798,0.13947813212871552,0.17691755294799805,0.13808229565620422,0.16888144612312317,0.1353066861629486,0.016629988327622414,0.033827245235443115,0.3077862858772278,0.04872027412056923,0.2599218785762787,0.16143792867660522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229776531457901,0.42106255888938904,0.02559346705675125,0.1701001673936844,0.0814814418554306
3,0.7,0.1766432374715805,0.13740277290344238,0.14504587650299072,0.1758604645729065,0.11801216006278992,0.3003256916999817,0.07797292619943619,0.0,0.2186029702425003,0.10621622204780579,0.3718864321708679,0.1532154083251953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0987638458609581,0.18622204661369324,0.03968974947929382,0.2097499668598175,0.2760879099369049
3,0.6,0.32249537110328674,0.11382591724395752,0.13163559138774872,0.15844562649726868,0.10436534136533737,0.12238161265850067,0.15363606810569763,0.0,0.41831210255622864,0.09447769075632095,0.15252958238124847,0.08266960084438324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36380693316459656,0.19748583436012268,0.008891722187399864,0.17086240649223328,0.1665395051240921
3,0.5,0.10177846997976303,0.15508107841014862,0.1645345538854599,0.1474219411611557,0.1527058631181717,0.12096335738897324,0.17766177654266357,0.0,0.20607981085777283,0.11561833322048187,0.1877710372209549,0.11895999312400818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12267759442329407,0.2406988888978958,0.007612103130668402,0.25843358039855957,0.42727595567703247
3,0.4,0.12128642946481705,0.16490529477596283,0.22636498510837555,0.14723949134349823,0.5088720917701721,0.10567274689674377,0.0854480192065239,0.0,0.05686809495091438,0.22119425237178802,0.2550642490386963,0.09411556273698807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20300066471099854,0.16644920408725739,0.0049814791418612,0.22367900609970093,0.05711015313863754
3,0.3,0.14212287962436676,0.17721445858478546,0.20253948867321014,0.13411308825016022,0.16051380336284637,0.24504880607128143,0.31930649280548096,0.020782100036740303,0.03510093688964844,0.029878761619329453,0.3821069300174713,0.21177133917808533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07283741235733032,0.26963189244270325,0.0,0.16685326397418976,0.08004239946603775
3,0.2,0.26363229751586914,0.15836451947689056,0.12425319850444794,0.1530829519033432,0.13238048553466797,0.14946401119232178,0.03201935812830925,0.01432781107723713,0.01847490295767784,0.02619321458041668,0.6910339593887329,0.33174005150794983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13999523222446442,0.18442395329475403,0.008449218235909939,0.09291350096464157,0.21712565422058105
3,0.1,0.23246975243091583,0.09330471605062485,0.17278380692005157,0.09675133228302002,0.19840507209300995,0.14267855882644653,0.051802076399326324,0.2518177330493927,0.082071952521801,0.015162655152380466,0.24208740890026093,0.4867800176143646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.453473299741745,0.2656830847263336,0.02265605516731739,0.1623479723930359,0.193020299077034
3,0.0,0.18780286610126495,0.1872244030237198,0.17420507967472076,0.13060685992240906,0.22540836036205292,0.14108969271183014,0.013181344605982304,0.29899999499320984,0.20703616738319397,0.3136465549468994,0.03706056624650955,0.41908642649650574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6925221085548401,0.3104322850704193,0.017168432474136353,0.21003536880016327,0.2859536111354828
4,1.0,0.2774217426776886,0.17499014735221863,0.14736971259117126,0.17345821857452393,0.15875117480754852,0.21329240500926971,0.09480603039264679,0.2323542833328247,0.1420588493347168,0.0756891667842865,0.06502440571784973,0.3385590612888336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022473593708127737,0.17559365928173065,0.12908312678337097,0.021896522492170334,0.10094273090362549,0.9635260105133057
4,0.9,0.15699271857738495,0.1920064240694046,0.12977690994739532,0.0895538479089737,0.25621792674064636,0.1597333401441574,0.2902393341064453,0.0,0.3822593092918396,0.09584225714206696,0.24509857594966888,0.2280535101890564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10215643048286438,0.21513986587524414,0.005735914688557386,0.24656687676906586,0.3826279044151306
4,0.8,0.16195043921470642,0.13305076956748962,0.3196784555912018,0.18602760136127472,0.15384167432785034,0.14232157170772552,0.016835534945130348,0.0,0.19984503090381622,0.15636521577835083,0.23731155693531036,0.14149732887744904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31624600291252136,0.22566379606723785,0.0024348441511392593,0.15639862418174744,0.12446068972349167
4,0.7,0.14019173383712769,0.16825492680072784,0.13350461423397064,0.21858353912830353,0.11691839247941971,0.12525656819343567,0.07579421997070312,0.0,0.17001090943813324,0.03567240759730339,0.3302876651287079,0.14691737294197083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019203737378120422,0.19902338087558746,0.13229818642139435,0.0220430139452219,0.1598767191171646,0.31436461210250854
4,0.6,0.1301162987947464,0.1248055025935173,0.21148934960365295,0.15214630961418152,0.31364983320236206,0.11716633290052414,0.21771278977394104,0.0,0.2435503900051117,0.0769275352358818,0.14688335359096527,0.1951332539319992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4912308156490326,0.15450195968151093,0.13878688216209412,0.2248939722776413,0.064077228307724
4,0.5,0.19864319264888763,0.09297288954257965,0.1840202510356903,0.1044769436120987,0.21339033544063568,0.16751377284526825,0.13352873921394348,0.0,0.25665026903152466,0.18559356033802032,0.25868794322013855,0.14905819296836853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17790886759757996,0.05236098915338516,0.0,0.10284958779811859,0.1239907518029213
4,0.4,0.1223311647772789,0.1607275903224945,0.20049472153186798,0.14834341406822205,0.20183424651622772,0.1081325113773346,0.2624521553516388,0.0,0.06275515258312225,0.07347244024276733,0.35348939895629883,0.14732567965984344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023634263779968023,0.44269290566444397,0.04050322249531746,0.00331010390073061,0.13746094703674316,0.12763507664203644
4,0.3,0.3031676113605499,0.18720871210098267,0.11184126138687134,0.08139365911483765,0.2216242104768753,0.10378187894821167,0.008260872215032578,0.0,0.11851129680871964,0.21714089810848236,0.49626395106315613,0.1484537422657013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08585942536592484,0.11008647084236145,0.07320567965507507,0.1914004236459732,0.09611508250236511
4,0.2,0.2687716484069824,0.11200036108493805,0.23736555874347687,0.14178349077701569,0.12760810554027557,0.1344260722398758,0.2527431547641754,0.002217913744971156,0.09397866576910019,0.03390451520681381,0.5439364314079285,0.1341390609741211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12099163234233856,0.07046329230070114,0.0056414417922496796,0.19810186326503754,0.21224339306354523
4,0.1,0.4657548666000366,0.11346534639596939,0.25686344504356384,0.16519606113433838,0.15308129787445068,0.2373618632555008,0.005879208445549011,0.021101554855704308,0.0997706949710846,0.015155944041907787,0.028700126335024834,0.6718756556510925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6703585982322693,0.1193501427769661,0.008722380734980106,0.2017202526330948,0.10794127732515335
4,0.0,0.1707143783569336,0.10606112331151962,0.11958113312721252,0.08221547305583954,0.22607049345970154,0.14850865304470062,0.07669465988874435,0.060692861676216125,0.06138168275356293,0.12753549218177795,0.021287471055984497,1.0099003314971924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33017152547836304,0.1876382976770401,0.04326794296503067,0.18347109854221344,0.08179508149623871
5,1.0,0.2423529028892517,0.23651854693889618,0.31336498260498047,0.14202439785003662,0.11913706362247467,0.10667978972196579,0.09470589458942413,0.0,0.5813928842544556,0.08212318271398544,0.09062712639570236,0.23609641194343567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08308034390211105,0.26989421248435974,0.039318401366472244,0.24067042768001556,0.8005958795547485
5,0.9,0.12364087253808975,0.19348731637001038,0.18193860352039337,0.13166691362857819,0.157631978392601,0.18545804917812347,0.0016590922605246305,0.019488804042339325,0.26064279675483704,0.08331191539764404,0.5307532548904419,0.20850419998168945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1065523773431778,0.2130059152841568,0.017876168712973595,0.2961535155773163,0.25258868932724
5,0.8,0.11871017515659332,0.20104803144931793,0.20501264929771423,0.2205566167831421,0.2451269030570984,0.12617312371730804,0.15810297429561615,0.0,0.12247943133115768,0.6726361513137817,0.28401973843574524,0.11748886108398438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021635431330651045,0.2328113615512848,0.16352692246437073,0.003927452489733696,0.1343427151441574,0.08759962022304535
5,0.7,0.16278637945652008,0.10837960243225098,0.1953495442867279,0.08066942542791367,0.2011423259973526,0.13016535341739655,0.22583149373531342,0.0,0.10938259959220886,0.0367378294467926,0.1450536698102951,0.2256949096918106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3102574348449707,0.2484413981437683,0.007240381557494402,0.3229663372039795,0.10053413361310959
5,0.6,0.26789551973342896,0.1261966973543167,0.14580094814300537,0.14674891531467438,0.16889314353466034,0.13884495198726654,0.1168777272105217,0.0,0.36692363023757935,0.18700149655342102,0.19561487436294556,0.10475745052099228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1048390120267868,0.23170484602451324,0.0,0.22597932815551758,0.24121223390102386
5,0.5,0.11245571821928024,0.09557691216468811,0.361869215965271,0.17170178890228271,0.18306928873062134,0.3040495216846466,0.06682159006595612,0.0,0.43840304017066956,0.05313386768102646,0.24405206739902496,0.19756054878234863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15709561109542847,0.11885547637939453,0.014256717637181282,0.15811239182949066,0.07236862182617188
5,0.4,0.16121433675289154,0.19266512989997864,0.10374538600444794,0.21563395857810974,0.11566178500652313,0.2069472223520279,0.0546182356774807,0.0,0.08849608153104782,0.25446656346321106,0.48103010654449463,0.07121937721967697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09154101461172104,0.12044341117143631,0.002165037440136075,0.21251893043518066,0.3983616828918457
5,0.3,0.15601269900798798,0.1256761997938156,0.2662094831466675,0.1489628702402115,0.1780383139848709,0.24856865406036377,0.0613236278295517,0.0,0.043159812688827515,0.17303457856178284,0.4619150757789612,0.12472736090421677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38667869567871094,0.11193908005952835,0.002771087223663926,0.0802336186170578,0.08529622107744217
5,0.2,0.18183541297912598,0.1644728183746338,0.17405420541763306,0.1380549967288971,0.17598071694374084,0.1679328978061676,0.3019639551639557,0.019091619178652763,0.24442610144615173,0.13610179722309113,0.4500095248222351,0.13027030229568481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21155747771263123,0.12985020875930786,0.007551005110144615,0.22994902729988098,0.056946638971567154
5,0.1,0.15161731839179993,0.15807491540908813,0.1151675209403038,0.15325140953063965,0.25366270542144775,0.17889666557312012,0.04234592244029045,0.05684487894177437,0.08520001173019409,0.16810153424739838,0.34030357003211975,0.3772265911102295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6767867207527161,0.169768825173378,0.005631518550217152,0.14946994185447693,0.13740375638008118
5,0.0,0.2020362913608551,0.11570966988801956,0.14801424741744995,0.10923100262880325,0.27647846937179565,0.14309653639793396,0.015289900824427605,0.015349147841334343,0.3352033793926239,0.1347445547580719,0.0879829004406929,1.000207543373108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29102998971939087,0.31977739930152893,0.02450813725590706,0.14838597178459167,0.4066644608974457
6,1.0,0.3064080476760864,0.27997612953186035,0.111997090280056,0.1820724457502365,0.10554296523332596,0.12561318278312683,0.11494196206331253,0.09306637197732925,0.5311833620071411,0.13934877514839172,0.08988876640796661,0.07407134026288986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004572543315589428,0.4096278250217438,0.18555761873722076,0.03647461533546448,0.1688898205757141,0.41601449251174927
6,0.9,0.22725951671600342,0.12892983853816986,0.07536949962377548,0.1696661114692688,0.17055904865264893,0.13430319726467133,0.07354062050580978,0.041430436074733734,0.1493186503648758,0.2666129469871521,0.1876039057970047,0.24057619273662567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008109056390821934,0.28657761216163635,0.1425611972808838,0.08894161880016327,0.15451566874980927,0.6529399752616882
6,0.8,0.21205838024616241,0.16772675514221191,0.11086086928844452,0.19027604162693024,0.12783783674240112,0.12646333873271942,0.2834379971027374,0.0,0.1675596833229065,0.06029195711016655,0.21011033654212952,0.0999235287308693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06259367614984512,0.1922324001789093,0.1092098131775856,0.010555746033787727,0.23407557606697083,0.46108344197273254
6,0.7,0.17705821990966797,0.08917319029569626,0.12329284846782684,0.09604840725660324,0.2894343137741089,0.17310088872909546,0.11966682970523834,0.0,0.34451502561569214,0.05573878809809685,0.21971380710601807,0.14260311424732208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08200246840715408,0.2811889946460724,0.0,0.1858016699552536,0.20975585281848907
6,0.6,0.18237070739269257,0.11429769545793533,0.10493706911802292,0.10619398206472397,0.15725257992744446,0.08896293491125107,0.1963072419166565,0.0,0.21507138013839722,0.2728045582771301,0.12863434851169586,0.16476693749427795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06598886102437973,0.36352112889289856,0.0,0.1600889265537262,0.20397759974002838
6,0.5,0.15342287719249725,0.16739387810230255,0.1751430183649063,0.14935939013957977,0.15347357094287872,0.14575278759002686,0.23233258724212646,0.0,0.20244865119457245,0.07612577825784683,0.216061532497406,0.09719917923212051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15887337923049927,0.29254594445228577,0.0018420408014208078,0.1480623185634613,0.1277894675731659
6,0.4,0.3601170480251312,0.1382097601890564,0.1752503514289856,0.08907677978277206,0.22820092737674713,0.1502731889486313,0.14191433787345886,0.0,0.018684783950448036,0.035536669194698334,0.202220156788826,0.2126132994890213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038455596659332514,0.31395119428634644,0.1412491649389267,0.025882478803396225,0.15985234081745148,0.08029556274414062
6,0.3,0.2328607439994812,0.24774663150310516,0.18369607627391815,0.1204460933804512,0.07506301999092102,0.09854841232299805,0.1296643763780594,0.0,0.004800507333129644,0.025211729109287262,0.5283851623535156,0.17668363451957703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2311621904373169,0.14433275163173676,0.01917986012995243,0.1411525309085846,0.10750266909599304
